b\a	mol	0	1	2	3	4	5	6	7	8	9	10	11	12
0	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
1	0	[]	[]	[]	[]	[]	[]	0.708583887244	[]	[]	[]	[]	[]	[]
2	0	[]	[]	[]	[]	[]	0.544420210711	0.612493453017	0.678108102232	[]	[]	[]	[]	[]
3	0	[]	[]	[]	[]	0.448770710178	0.508309790268	0.570952137135	0.625405878666	0.678877140783	[]	[]	[]	[]
4	0	[]	[]	[]	0.388087454329	0.439773783139	0.498001725834	0.553370344309	0.598950094239	0.631608639311	0.664188804977	[]	[]	[]
5	0	[]	[]	0.39525989251	0.41835813797	0.462624333793	0.504553455204	0.542028787679	0.575766725781	0.592604335056	0.598129806201	0.617112706331	[]	[]
6	0	[]	0.541322796574	0.492102673332	0.497402552407	0.517421444907	0.528683716539	0.539594448901	0.551725254891	0.548715990459	0.534615158612	0.533303298815	0.578779637369	[]
7	0	[]	[]	0.595038126821	0.577236904457	0.573101971674	0.562849230595	0.546515940861	0.522762595498	0.490797476948	0.462187864605	0.451510867004	[]	[]
8	0	[]	[]	[]	0.657000958789	0.624046849873	0.592683751247	0.548746011921	0.489368550642	0.434946516075	0.402321092783	[]	[]	[]
9	0	[]	[]	[]	[]	0.674739833524	0.61833140042	0.556277407003	0.477834416076	0.411985279163	[]	[]	[]	[]
10	0	[]	[]	[]	[]	[]	0.669986116364	0.597209402902	0.510622805905	[]	[]	[]	[]	[]
11	0	[]	[]	[]	[]	[]	[]	0.698242142377	[]	[]	[]	[]	[]	[]
12	0	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
